Date,Team,Opponent,Result,Score,Opponent Score,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate
2023-10-21,24,55,L,24,25,0,0,24.142857142857142,3,4,0.6666666666666666,0.25
2023-10-21,55,24,W,25,24,1,0,23.25,5,3,0.75,0.5
2023-10-21,25,102,L,18,27,1,0,19.0,2,5,0.25,0.3333333333333333
2023-10-21,102,25,W,27,18,0,0,17.125,2,6,0.0,0.4
2023-10-21,26,97,W,24,6,0,0,25.875,3,5,0.25,0.5
2023-10-21,97,26,L,6,24,1,0,12.5,1,7,0.3333333333333333,0.0
2023-10-21,27,47,W,37,10,0,0,30.375,5,3,0.75,0.5
2023-10-21,47,27,L,10,37,1,0,23.375,2,6,0.4,0.0
2023-10-21,28,151,W,24,17,1,0,20.25,3,5,0.6,0.0
2023-10-21,151,28,L,17,24,0,0,15.857142857142858,0,7,0.0,0.0
2023-10-21,30,109,W,34,28,1,1,37.285714285714285,4,3,0.3333333333333333,0.75
2023-10-21,109,30,L,28,34,0,0,22.25,2,6,0.6666666666666666,0.0
2023-10-21,32,245,W,17,3,0,0,27.428571428571427,3,4,0.6666666666666666,0.25
2023-10-21,245,32,L,3,17,1,0,10.857142857142858,2,5,0.5,0.2
2023-10-21,34,233,L,0,17,0,0,13.571428571428571,3,4,0.75,0.0
2023-10-21,233,34,W,17,0,1,1,30.428571428571427,6,1,1.0,0.6666666666666666
2023-10-21,35,53,W,10,7,0,0,14.571428571428571,2,5,0.3333333333333333,0.25
2023-10-21,53,35,L,7,10,1,0,17.428571428571427,1,6,0.25,0.0
2023-10-21,36,54,W,34,3,1,0,34.75,6,2,0.75,0.75
2023-10-21,54,36,L,3,34,0,0,18.0,2,5,0.6666666666666666,0.0
2023-10-21,38,119,L,20,28,0,1,30.428571428571427,4,3,0.75,0.3333333333333333
2023-10-21,119,38,W,28,20,1,0,36.285714285714285,5,2,0.8,0.5
2023-10-21,40,69,W,28,18,0,0,17.428571428571427,3,4,0.5,0.4
2023-10-21,69,40,L,18,28,1,0,24.75,4,4,0.6,0.3333333333333333
2023-10-21,42,231,L,23,25,0,0,29.857142857142858,3,4,0.6666666666666666,0.25
2023-10-21,231,42,W,25,23,1,0,35.714285714285715,6,1,1.0,0.6666666666666666
2023-10-21,43,45,L,9,20,0,0,13.666666666666666,2,4,0.6666666666666666,0.0
2023-10-21,45,43,W,20,9,1,0,22.0,3,3,0.6666666666666666,0.3333333333333333
2023-10-21,46,240,W,42,21,1,0,43.285714285714285,5,2,0.75,0.6666666666666666
2023-10-21,240,46,L,21,42,0,0,19.142857142857142,1,6,0.3333333333333333,0.0
2023-10-21,48,75,W,47,3,0,0,32.285714285714285,6,1,1.0,0.6666666666666666
2023-10-21,75,48,L,3,47,1,0,23.428571428571427,3,4,0.0,0.75
2023-10-21,49,189,L,7,35,1,1,19.428571428571427,1,6,0.3333333333333333,0.0
2023-10-21,189,49,W,35,7,0,0,21.714285714285715,3,4,0.6666666666666666,0.25
2023-10-21,50,185,W,25,20,0,0,21.571428571428573,4,3,0.6666666666666666,0.5
2023-10-21,185,50,L,20,25,1,0,21.714285714285715,1,6,0.25,0.0
2023-10-21,51,64,L,20,38,0,0,29.571428571428573,5,2,0.8,0.5
2023-10-21,64,51,W,38,20,1,0,41.57142857142857,7,0,1.0,1.0
2023-10-21,52,198,W,38,35,1,0,29.0,4,3,1.0,0.25
2023-10-21,198,52,L,35,38,0,0,23.857142857142858,2,5,0.5,0.2
2023-10-21,56,68,L,32,35,0,0,28.571428571428573,3,4,0.6666666666666666,0.25
2023-10-21,68,56,W,35,32,1,0,23.285714285714285,3,4,1.0,0.0
2023-10-21,57,152,L,13,20,0,0,18.25,4,4,1.0,0.0
2023-10-21,152,57,W,20,13,1,0,24.25,4,4,0.5,0.5
2023-10-21,58,249,W,31,23,1,0,30.857142857142858,3,4,0.6666666666666666,0.25
2023-10-21,249,58,L,23,31,0,0,19.125,3,5,0.25,0.5
2023-10-21,59,128,W,28,26,1,0,20.5,4,4,0.75,0.25
2023-10-21,128,59,L,26,28,0,0,35.57142857142857,3,4,0.6666666666666666,0.25
2023-10-21,60,215,W,31,21,0,1,27.714285714285715,6,1,1.0,0.8
2023-10-21,215,60,L,21,31,1,0,24.857142857142858,2,5,0.3333333333333333,0.25
2023-10-21,61,235,L,10,36,1,0,24.142857142857142,3,4,0.5,0.3333333333333333
2023-10-21,235,61,W,36,10,0,0,29.0,4,3,0.6666666666666666,0.5
2023-10-21,67,251,W,29,17,0,0,31.285714285714285,6,1,1.0,0.75
2023-10-21,251,67,L,17,29,1,1,37.85714285714285,5,2,0.6666666666666666,0.75
2023-10-21,71,230,W,38,28,1,0,32.285714285714285,5,2,1.0,0.3333333333333333
2023-10-21,230,71,L,28,38,0,0,19.857142857142858,2,5,0.5,0.0
2023-10-21,72,106,W,20,17,0,0,30.857142857142858,6,1,0.75,1.0
2023-10-21,106,72,L,17,20,1,1,32.857142857142854,4,3,0.75,0.3333333333333333
2023-10-21,76,171,L,14,21,0,0,36.66666666666666,5,1,1.0,0.5
2023-10-21,171,76,W,21,14,1,0,17.166666666666668,3,3,0.5,0.5
2023-10-21,77,139,L,21,42,0,0,23.5,2,6,0.5,0.0
2023-10-21,139,77,W,42,21,1,0,29.857142857142858,3,4,0.5,0.3333333333333333
2023-10-21,78,100,L,35,38,1,1,40.57142857142857,4,3,0.6666666666666666,0.5
2023-10-21,100,78,W,38,35,0,1,26.285714285714285,6,1,1.0,0.75
2023-10-21,80,214,L,24,31,1,0,28.857142857142858,3,4,0.6,0.0
2023-10-21,214,80,W,31,24,0,1,34.42857142857143,6,1,1.0,0.75
2023-10-21,81,142,W,27,23,1,0,30.142857142857142,3,4,1.0,0.2
2023-10-21,142,81,L,23,27,0,0,21.571428571428573,2,5,0.0,0.4
2023-10-21,82,168,W,38,24,0,0,29.714285714285715,3,4,0.6666666666666666,0.25
2023-10-21,168,82,L,24,38,1,0,37.85714285714285,3,4,0.6666666666666666,0.25
2023-10-21,84,256,L,21,25,1,0,20.375,3,5,0.4,0.3333333333333333
2023-10-21,256,84,W,25,21,0,0,26.857142857142858,5,2,0.75,0.6666666666666666
2023-10-21,85,260,L,38,41,0,0,34.142857142857146,4,3,0.75,0.3333333333333333
2023-10-21,260,85,W,41,38,1,0,35.857142857142854,4,3,1.0,0.0
2023-10-21,86,114,W,35,24,0,0,34.57142857142857,6,1,1.0,0.75
2023-10-21,114,86,L,24,35,1,1,16.571428571428573,0,7,0.0,0.0
2023-10-21,87,177,L,14,31,1,0,17.857142857142858,2,5,0.5,0.0
2023-10-21,177,87,W,31,14,0,0,28.125,6,2,1.0,0.3333333333333333
2023-10-21,88,190,L,3,17,1,0,10.285714285714286,0,7,0.0,0.0
2023-10-21,190,88,W,17,3,0,0,26.0,6,1,1.0,0.6666666666666666
2023-10-21,89,123,L,10,12,1,0,19.5,6,2,0.8,0.6666666666666666
2023-10-21,123,89,W,12,10,0,1,20.285714285714285,4,3,0.75,0.3333333333333333
2023-10-21,91,125,W,21,6,0,0,26.875,5,3,0.5,0.6666666666666666
2023-10-21,125,91,L,6,21,1,0,14.0,1,6,0.3333333333333333,0.0
2023-10-21,95,206,W,41,3,1,0,36.85714285714285,5,2,1.0,0.3333333333333333
2023-10-21,206,95,L,3,41,0,0,29.375,4,4,0.6,0.3333333333333333
2023-10-21,105,117,L,0,39,1,0,13.0,1,6,0.3333333333333333,0.0
2023-10-21,117,105,W,39,0,0,1,29.142857142857142,4,3,1.0,0.4
2023-10-21,110,170,W,19,10,0,0,21.0,4,3,0.6666666666666666,0.5
2023-10-21,170,110,L,10,19,1,0,21.714285714285715,3,4,0.3333333333333333,0.5
2023-10-21,115,224,W,45,21,0,0,35.57142857142857,5,2,0.75,0.6666666666666666
2023-10-21,224,115,L,21,45,1,0,29.0,2,6,0.5,0.0
2023-10-21,116,257,W,31,17,1,0,23.625,5,3,0.75,0.5
2023-10-21,257,116,L,17,31,0,0,12.125,0,8,0.0,0.0
2023-10-21,118,219,L,17,21,1,0,29.75,6,2,0.6666666666666666,0.8
2023-10-21,219,118,W,21,17,0,0,34.875,7,1,1.0,0.75
2023-10-21,120,121,L,0,49,1,0,18.857142857142858,2,5,0.4,0.0
2023-10-21,121,120,W,49,0,0,0,40.625,8,0,1.0,1.0
2023-10-21,126,133,W,28,24,1,0,30.428571428571427,3,4,0.6666666666666666,0.25
2023-10-21,133,126,L,24,28,0,0,17.428571428571427,2,5,0.6666666666666666,0.0
2023-10-21,127,188,W,34,12,1,0,33.875,7,1,0.8,1.0
2023-10-21,188,127,L,12,34,0,0,26.571428571428573,2,5,0.6666666666666666,0.0
2023-10-21,130,180,W,42,30,0,0,45.0,6,1,1.0,0.6666666666666666
2023-10-21,180,130,L,30,42,1,0,30.142857142857142,5,2,0.6666666666666666,0.75
2023-10-21,131,207,L,0,42,0,0,21.571428571428573,3,4,0.6666666666666666,0.25
2023-10-21,207,131,W,42,0,1,0,31.375,5,3,0.75,0.5
2023-10-21,136,155,W,17,9,1,1,18.714285714285715,4,3,0.75,0.3333333333333333
2023-10-21,155,136,L,9,17,0,1,20.142857142857142,3,4,0.75,0.0
2023-10-21,137,184,W,6,0,0,0,15.714285714285714,1,6,0.0,0.25
2023-10-21,184,137,L,0,6,1,0,19.625,3,5,0.4,0.3333333333333333
2023-10-21,138,204,W,45,14,0,0,39.42857142857143,4,3,0.6666666666666666,0.5
2023-10-21,204,138,L,14,45,1,0,14.571428571428571,0,7,0.0,0.0
2023-10-21,141,213,W,27,7,0,0,19.0,4,3,0.6666666666666666,0.5
2023-10-21,213,141,L,7,27,1,0,15.857142857142858,1,6,0.3333333333333333,0.0
2023-10-21,143,237,W,31,30,1,0,23.25,3,5,0.5,0.25
2023-10-21,237,143,L,30,31,0,1,26.285714285714285,2,5,0.5,0.2
2023-10-21,144,175,L,10,33,1,0,11.857142857142858,1,6,0.0,0.25
2023-10-21,175,144,W,33,10,0,0,24.375,5,3,0.5,0.75
2023-10-21,146,243,L,27,31,1,0,35.857142857142854,6,1,0.8,1.0
2023-10-21,243,146,W,31,27,0,1,23.571428571428573,2,5,0.3333333333333333,0.25
2023-10-21,147,153,L,0,27,0,0,32.714285714285715,4,3,1.0,0.0
2023-10-21,153,147,W,27,0,1,0,24.428571428571427,4,3,0.6666666666666666,0.5
2023-10-21,148,252,W,52,7,1,0,37.285714285714285,5,2,0.75,0.6666666666666666
2023-10-21,252,148,L,7,52,0,0,17.142857142857142,0,7,0.0,0.0
2023-10-21,149,222,L,28,35,0,0,34.57142857142857,3,4,0.6666666666666666,0.25
2023-10-21,222,149,W,35,28,1,0,30.714285714285715,6,1,0.8,1.0
2023-10-21,157,254,W,20,17,1,0,22.5,6,2,1.0,0.5
2023-10-21,254,157,L,17,20,0,0,23.875,2,6,0.6666666666666666,0.0
2023-10-21,158,165,W,20,12,1,0,33.714285714285715,7,0,1.0,1.0
2023-10-21,165,158,L,12,20,0,0,39.71428571428572,6,1,1.0,0.6666666666666666
2023-10-21,159,227,W,31,29,1,1,43.142857142857146,7,0,1.0,1.0
2023-10-21,227,159,L,29,31,0,1,34.142857142857146,3,4,0.6666666666666666,0.25
2023-10-21,160,250,W,48,34,0,0,29.142857142857142,5,2,0.75,0.6666666666666666
2023-10-21,250,160,L,34,48,1,0,29.285714285714285,4,3,0.75,0.3333333333333333
2023-10-21,163,248,W,38,24,1,0,47.0,6,1,1.0,0.6666666666666666
2023-10-21,248,163,L,24,38,0,0,32.857142857142854,4,3,0.75,0.3333333333333333
2023-10-21,166,259,W,27,17,0,0,27.666666666666668,5,1,0.5,1.0
2023-10-21,259,166,L,17,27,1,0,28.166666666666668,3,3,0.4,1.0
2023-10-21,167,246,L,17,21,0,0,24.571428571428573,2,5,0.5,0.0
2023-10-21,246,167,W,21,17,1,0,23.142857142857142,4,3,0.75,0.3333333333333333
2023-10-21,173,225,L,10,35,0,0,27.875,4,4,0.6666666666666666,0.4
2023-10-21,225,173,W,35,10,1,0,26.875,5,3,1.0,0.4
2023-10-21,181,203,L,19,22,0,0,14.125,1,7,0.0,0.2
2023-10-21,203,181,W,22,19,1,1,19.857142857142858,3,4,0.3333333333333333,0.5
2023-10-21,183,239,W,27,14,0,0,29.25,4,4,0.5,0.5
2023-10-21,239,183,L,14,27,1,0,11.857142857142858,3,4,0.6666666666666666,0.25
2023-10-21,186,236,W,42,21,1,0,32.75,3,5,0.5,0.25
2023-10-21,236,186,L,21,42,0,0,35.25,3,5,0.5,0.25
2023-10-21,191,194,W,17,10,0,0,39.285714285714285,7,0,1.0,1.0
2023-10-21,194,191,L,10,17,1,0,23.142857142857142,5,2,0.6666666666666666,0.75
2023-10-21,192,229,W,24,21,0,0,28.0,4,4,0.5,0.5
2023-10-21,229,192,L,21,24,1,1,20.571428571428573,1,6,0.0,0.5
2023-10-21,193,210,W,28,3,0,0,29.142857142857142,3,4,0.6666666666666666,0.25
2023-10-21,210,193,L,3,28,1,0,10.714285714285714,2,5,0.3333333333333333,0.25
2023-10-21,199,202,W,38,6,0,0,22.5,5,3,1.0,0.4
2023-10-21,202,199,L,6,38,1,1,24.0,3,4,0.5,0.3333333333333333
2023-10-21,200,228,L,7,42,1,0,21.285714285714285,2,5,0.0,0.6666666666666666
2023-10-21,228,200,W,42,7,0,0,31.285714285714285,5,2,1.0,0.5
2023-10-21,220,255,W,34,24,0,1,24.0,3,4,0.0,0.75
2023-10-21,255,220,L,24,34,1,1,20.428571428571427,4,3,0.6666666666666666,0.5
2023-10-21,232,238,L,32,34,1,0,45.375,6,2,0.8,0.6666666666666666
2023-10-21,238,232,W,34,32,0,0,23.428571428571427,6,1,1.0,0.6666666666666666
2023-10-24,103,253,W,42,29,0,0,37.0,8,0,1.0,1.0
2023-10-24,253,103,L,29,42,1,0,29.875,4,4,0.75,0.25
2023-10-24,107,140,L,24,27,1,1,26.33333333333333,3,6,0.4,0.25
2023-10-24,140,107,W,27,24,0,0,29.444444444444443,6,3,0.75,0.6
2023-10-25,63,92,L,16,41,1,0,20.77777777777778,4,5,0.4,0.5
2023-10-25,92,63,W,41,16,0,0,28.55555555555556,7,2,0.8,0.75
2023-10-25,182,234,L,34,37,1,0,16.0,0,8,0.0,0.0
2023-10-25,234,182,W,37,34,0,0,18.666666666666668,3,6,0.25,0.4
2023-10-26,32,105,L,23,24,1,0,26.875,3,5,0.5,0.25
2023-10-26,105,32,W,24,23,0,0,14.375,2,6,0.3333333333333333,0.2
2023-10-26,71,72,W,44,27,1,0,33.75,6,2,1.0,0.3333333333333333
2023-10-26,72,71,L,27,44,0,0,30.375,6,2,0.75,0.75
2023-10-26,145,189,W,62,28,1,0,36.25,7,1,1.0,0.8
2023-10-26,189,145,L,28,62,0,0,22.5,3,5,0.6666666666666666,0.2
2023-10-26,205,244,L,10,38,0,1,26.375,4,4,0.75,0.25
2023-10-26,244,205,W,38,10,1,1,26.125,4,4,0.8,0.0
2023-10-27,23,166,W,30,26,0,0,29.142857142857142,4,3,0.6666666666666666,0.5
2023-10-27,166,23,L,26,30,1,0,27.428571428571427,5,2,0.3333333333333333,1.0
2023-10-27,35,61,L,16,38,1,0,14.75,2,6,0.25,0.25
2023-10-27,61,35,W,38,16,0,0,25.875,4,4,0.5,0.5
2023-10-28,1,197,L,14,52,0,0,27.75,4,4,0.6666666666666666,0.4
2023-10-28,197,1,W,52,14,1,0,30.75,3,5,0.5,0.25
2023-10-28,2,42,W,30,13,0,0,33.625,8,0,1.0,1.0
2023-10-28,42,2,L,13,30,1,0,27.75,3,5,0.5,0.25
2023-10-28,4,6,L,16,31,0,1,31.75,4,4,1.0,0.2
2023-10-28,6,4,W,31,16,0,1,19.285714285714285,4,3,0.5,0.6666666666666666
2023-10-28,7,125,W,24,3,1,0,20.5,5,3,0.75,0.5
2023-10-28,125,7,L,3,24,0,0,12.625,1,7,0.3333333333333333,0.0
2023-10-28,8,196,W,48,38,1,0,34.375,4,4,0.75,0.25
2023-10-28,196,8,L,38,48,0,0,22.875,1,7,0.25,0.0
2023-10-28,9,248,W,38,27,1,0,19.625,2,6,0.3333333333333333,0.0
2023-10-28,248,9,L,27,38,0,0,32.125,4,4,0.75,0.25
2023-10-28,10,164,W,27,24,1,1,31.25,5,3,0.75,0.5
2023-10-28,164,10,L,24,27,0,1,36.375,6,2,1.0,0.5
2023-10-28,12,230,W,34,24,0,0,23.0,4,4,0.5,0.5
2023-10-28,230,12,L,24,34,1,0,20.375,2,6,0.4,0.0
2023-10-28,13,91,L,14,40,1,0,13.0,1,7,0.25,0.0
2023-10-28,91,13,W,40,14,0,0,28.33333333333333,6,3,0.5,0.7142857142857143
2023-10-28,14,124,W,27,13,1,0,26.75,4,4,0.6,0.3333333333333333
2023-10-28,124,14,L,13,27,0,0,25.125,4,4,0.6,0.3333333333333333
2023-10-28,15,143,W,49,39,1,0,38.875,6,2,1.0,0.6
2023-10-28,143,15,L,39,49,0,0,25.0,3,6,0.5,0.2
2023-10-28,16,214,L,6,35,0,0,24.875,5,3,1.0,0.25
2023-10-28,214,16,W,35,6,1,0,34.5,7,1,1.0,0.75
2023-10-28,18,90,L,18,30,1,0,22.5,3,5,0.1666666666666666,1.0
2023-10-28,90,18,W,30,18,0,1,23.875,5,3,0.75,0.5
2023-10-28,19,74,L,14,28,0,0,18.125,1,7,0.5,0.0
2023-10-28,74,19,W,28,14,1,1,30.625,4,4,0.75,0.25
2023-10-28,20,258,W,32,7,1,1,30.0,4,4,0.75,0.25
2023-10-28,258,20,L,7,32,0,1,23.875,5,3,1.0,0.0
2023-10-28,21,229,W,21,14,1,0,28.125,5,3,0.6,0.6666666666666666
2023-10-28,229,21,L,14,21,0,0,19.75,1,7,0.0,0.3333333333333333
2023-10-28,24,34,W,47,24,0,0,27.0,4,4,0.6666666666666666,0.4
2023-10-28,34,24,L,24,47,1,0,14.875,3,5,0.6,0.0
2023-10-28,25,40,W,49,34,0,0,22.75,3,5,0.25,0.5
2023-10-28,40,25,L,34,49,1,0,19.5,3,5,0.3333333333333333,0.4
2023-10-28,27,240,W,17,7,1,0,28.88888888888889,6,3,0.8,0.5
2023-10-28,240,27,L,7,17,0,0,17.625,1,7,0.3333333333333333,0.0
2023-10-28,29,232,L,49,50,1,1,32.25,3,5,0.4,0.3333333333333333
2023-10-28,232,29,W,50,49,0,0,45.888888888888886,7,2,0.8,0.75
2023-10-28,30,175,L,13,44,0,0,34.25,4,4,0.3333333333333333,0.6
2023-10-28,175,30,W,44,13,1,0,26.55555555555556,6,3,0.6,0.75
2023-10-28,31,207,L,23,25,1,1,35.0,5,3,0.8,0.3333333333333333
2023-10-28,207,31,W,25,23,0,0,30.666666666666668,6,3,0.75,0.6
2023-10-28,36,239,W,24,23,0,0,33.55555555555556,7,2,0.75,0.8
2023-10-28,239,36,L,23,24,1,0,13.25,3,5,0.5,0.25
2023-10-28,37,160,L,13,45,0,0,25.25,2,6,0.2,0.3333333333333333
2023-10-28,160,37,W,45,13,1,0,31.125,6,2,0.8,0.6666666666666666
2023-10-28,38,134,L,17,24,0,0,28.75,4,4,0.75,0.25
2023-10-28,134,38,W,24,17,1,1,25.25,5,3,0.6,0.6666666666666666
2023-10-28,39,111,W,34,6,1,0,30.25,5,3,0.75,0.5
2023-10-28,111,39,L,6,34,0,0,24.625,4,4,0.75,0.25
2023-10-28,41,228,L,16,28,0,1,32.125,4,4,0.5,0.5
2023-10-28,228,41,W,28,16,1,0,30.875,6,2,1.0,0.5
2023-10-28,43,259,L,7,35,0,0,12.714285714285714,2,5,0.6666666666666666,0.0
2023-10-28,259,43,W,35,7,1,0,29.142857142857142,4,3,0.5,1.0
2023-10-28,44,171,L,3,14,1,0,20.857142857142858,3,4,0.25,0.6666666666666666
2023-10-28,171,44,W,14,3,0,0,16.714285714285715,4,3,0.5,0.6666666666666666
2023-10-28,45,76,L,9,17,0,0,20.142857142857142,3,4,0.6666666666666666,0.25
2023-10-28,76,45,W,17,9,1,0,33.857142857142854,6,1,1.0,0.5
2023-10-28,46,170,W,45,28,1,0,43.5,6,2,0.8,0.6666666666666666
2023-10-28,170,46,L,28,45,0,0,22.5,3,5,0.3333333333333333,0.4
2023-10-28,48,220,W,51,13,0,0,34.625,7,1,1.0,0.75
2023-10-28,220,48,L,13,51,1,0,22.625,3,5,0.0,0.75
2023-10-28,49,81,L,10,17,1,0,18.25,1,7,0.25,0.0
2023-10-28,81,49,W,17,10,0,0,28.5,4,4,1.0,0.3333333333333333
2023-10-28,50,202,W,33,7,1,0,23.0,5,3,0.75,0.5
2023-10-28,202,50,L,7,33,0,0,21.875,3,5,0.5,0.25
2023-10-28,51,108,L,0,23,0,0,25.875,5,3,0.8,0.3333333333333333
2023-10-28,108,51,W,23,0,1,1,32.75,7,1,1.0,0.75
2023-10-28,52,181,W,27,0,0,0,28.75,5,3,1.0,0.4
2023-10-28,181,52,L,0,27,1,0,12.555555555555555,1,8,0.0,0.2
2023-10-28,53,235,L,27,41,0,0,18.625,1,7,0.25,0.0
2023-10-28,235,53,W,41,27,1,0,30.5,5,3,0.75,0.5
2023-10-28,54,67,L,8,16,0,0,16.75,2,6,0.6666666666666666,0.0
2023-10-28,67,54,W,16,8,1,0,29.375,7,1,1.0,0.75
2023-10-28,56,237,W,34,30,0,0,29.25,4,4,0.6666666666666666,0.4
2023-10-28,237,56,L,30,34,1,0,26.75,2,6,0.3333333333333333,0.2
2023-10-28,57,254,L,21,45,1,0,18.55555555555556,4,5,0.8,0.0
2023-10-28,254,57,W,45,21,0,0,26.22222222222222,3,6,0.6666666666666666,0.1666666666666666
2023-10-28,58,168,L,35,47,0,0,31.375,3,5,0.6666666666666666,0.2
2023-10-28,168,58,W,47,35,1,0,39.0,4,4,0.75,0.25
2023-10-28,60,169,W,45,7,1,0,29.875,7,1,1.0,0.8
2023-10-28,169,60,L,7,45,0,1,16.75,3,5,0.5,0.3333333333333333
2023-10-28,62,70,L,20,43,0,1,28.0,5,3,1.0,0.25
2023-10-28,70,62,W,43,20,0,1,40.5,8,0,1.0,1.0
2023-10-28,64,246,W,41,16,0,0,41.5,8,0,1.0,1.0
2023-10-28,246,64,L,16,41,1,0,22.25,4,4,0.6,0.3333333333333333
2023-10-28,65,78,L,47,49,1,1,34.75,5,3,0.75,0.5
2023-10-28,78,65,W,49,47,0,0,41.625,5,3,0.6666666666666666,0.6
2023-10-28,66,231,W,31,24,1,1,33.625,7,1,1.0,0.75
2023-10-28,231,66,L,24,31,0,0,34.25,6,2,1.0,0.5
2023-10-28,68,233,W,38,34,1,0,25.125,4,4,1.0,0.0
2023-10-28,233,68,L,34,38,0,0,30.875,6,2,1.0,0.5
2023-10-28,69,100,L,25,35,1,0,24.77777777777778,4,5,0.5,0.3333333333333333
2023-10-28,100,69,W,35,25,0,0,27.375,7,1,1.0,0.8
2023-10-28,73,146,W,46,42,1,0,31.75,4,4,0.5,0.5
2023-10-28,146,73,L,42,46,0,0,36.625,6,2,0.8,0.6666666666666666
2023-10-28,75,144,W,26,24,1,0,23.75,4,4,0.25,0.75
2023-10-28,144,75,L,24,26,0,0,13.375,1,7,0.0,0.2
2023-10-28,77,186,L,0,35,1,0,20.88888888888889,2,7,0.4,0.0
2023-10-28,186,77,W,35,0,0,0,33.0,4,5,0.5,0.4
2023-10-28,79,213,W,17,13,1,1,25.25,4,4,0.75,0.25
2023-10-28,213,79,L,13,17,0,0,15.5,1,7,0.3333333333333333,0.0
2023-10-28,80,95,L,0,41,0,0,25.25,3,5,0.6,0.0
2023-10-28,95,80,W,41,0,1,0,37.375,6,2,1.0,0.3333333333333333
2023-10-28,82,180,L,16,51,0,0,28.0,3,5,0.6666666666666666,0.2
2023-10-28,180,82,W,51,16,1,0,32.75,6,2,0.75,0.75
2023-10-28,83,130,W,24,21,1,1,32.375,6,2,0.6666666666666666,0.8
2023-10-28,130,83,L,21,24,0,0,42.0,6,2,1.0,0.5
2023-10-28,85,153,L,21,24,1,0,32.5,4,4,0.6,0.3333333333333333
2023-10-28,153,85,W,24,21,0,0,24.375,5,3,0.6666666666666666,0.6
2023-10-28,86,101,W,17,7,0,0,32.375,7,1,1.0,0.8
2023-10-28,101,86,L,7,17,1,1,20.0,4,4,0.5,0.5
2023-10-28,87,165,L,24,33,0,0,18.625,2,6,0.5,0.0
2023-10-28,165,87,W,33,24,1,0,38.875,7,1,1.0,0.6666666666666666
2023-10-28,88,147,L,33,36,0,0,13.125,0,8,0.0,0.0
2023-10-28,147,88,W,36,33,1,0,33.125,5,3,1.0,0.0
2023-10-28,93,161,W,30,27,1,0,32.125,8,0,1.0,1.0
2023-10-28,161,93,L,27,30,0,0,24.5,4,4,0.75,0.25
2023-10-28,94,159,W,38,33,1,1,35.75,6,2,1.0,0.3333333333333333
2023-10-28,159,94,L,33,38,0,0,41.875,7,1,1.0,0.75
2023-10-28,98,211,L,27,33,1,1,30.75,5,3,0.6666666666666666,0.5
2023-10-28,211,98,W,33,27,0,0,31.75,6,2,1.0,0.5
2023-10-28,104,209,L,20,43,0,1,25.875,3,5,0.6666666666666666,0.2
2023-10-28,209,104,W,43,20,1,0,26.5,6,2,1.0,0.5
2023-10-28,106,187,W,33,20,0,0,32.875,5,3,0.75,0.5
2023-10-28,187,106,L,20,33,1,0,33.5,4,4,0.5,0.5
2023-10-28,109,225,L,21,37,1,0,22.11111111111111,2,7,0.5,0.0
2023-10-28,225,109,W,37,21,0,0,28.0,6,3,1.0,0.5
2023-10-28,110,199,L,14,49,0,0,20.125,4,4,0.6666666666666666,0.4
2023-10-28,199,110,W,49,14,1,0,25.444444444444443,6,3,1.0,0.4
2023-10-28,112,155,L,27,33,0,1,32.625,5,3,0.8,0.3333333333333333
2023-10-28,155,112,W,33,27,1,0,21.75,4,4,0.8,0.0
2023-10-28,114,154,W,0,0,1,0,14.5,1,7,0.25,0.0
2023-10-28,154,114,L,0,0,0,0,10.5,0,8,0.0,0.0
2023-10-28,115,149,W,45,42,0,0,36.75,6,2,0.75,0.75
2023-10-28,149,115,L,42,45,1,0,35.5,3,5,0.5,0.25
2023-10-28,116,251,W,45,38,0,0,26.0,6,3,0.75,0.6
2023-10-28,251,116,L,38,45,1,0,37.875,5,3,0.5,0.75
2023-10-28,117,198,L,21,28,0,0,28.125,4,4,1.0,0.3333333333333333
2023-10-28,198,117,W,28,21,1,0,24.375,3,5,0.6666666666666666,0.2
2023-10-28,118,157,W,30,16,0,0,29.77777777777778,7,2,0.6666666666666666,0.8333333333333334
2023-10-28,157,118,L,16,30,1,0,21.77777777777778,6,3,0.8,0.5
2023-10-28,119,243,W,29,26,1,0,35.375,6,2,0.8333333333333334,0.5
2023-10-28,243,119,L,26,29,0,0,23.875,2,6,0.3333333333333333,0.2
2023-10-28,120,123,L,12,27,0,0,18.0,2,6,0.4,0.0
2023-10-28,123,120,W,27,12,1,0,21.125,5,3,0.8,0.3333333333333333
2023-10-28,126,260,L,28,44,0,0,30.125,3,5,0.6666666666666666,0.2
2023-10-28,260,126,W,44,28,1,0,36.875,5,3,1.0,0.0
2023-10-28,128,255,L,28,31,0,0,34.625,3,5,0.6666666666666666,0.2
2023-10-28,255,128,W,31,28,1,0,21.75,5,3,0.75,0.5
2023-10-28,129,151,W,40,0,1,1,28.875,7,1,1.0,0.75
2023-10-28,151,129,L,0,40,0,0,13.875,0,8,0.0,0.0
2023-10-28,131,185,L,11,17,0,0,20.25,3,5,0.6666666666666666,0.2
2023-10-28,185,131,W,17,11,1,0,21.125,2,6,0.4,0.0
2023-10-28,132,142,W,32,28,0,0,15.714285714285714,2,5,0.0,0.5
2023-10-28,142,132,L,28,32,1,0,22.375,2,6,0.0,0.4
2023-10-28,133,148,L,6,38,0,0,16.0,2,6,0.6666666666666666,0.0
